geoid,"% white, non-Hispanic","% black, non-Hispanic",% Hispanic,% Native American race,% Asian and Pacific Islander race,% Hawaiian race,% Indian birth/race,% Chinese birth/race,% Filipino birth/race,% Japanese birth/race,% Korean birth/race,% Vietnamese race,"% 15 and under, non-Hispanic white","% 60 and older, non-Hispanic white","% 15 and under, non-Hispanic black","% 60 and older, non-Hispanic black","% 15 and under, Hispanic","% 60 and older, Hispanic","% 15 and under, Native American","% 60 and older, Native American","% 15 and under, Asian/  Pacific Islanders","% 60 and older, Asian/  Pacific Islanders",% Mexican birth/ethnicity,% Cuban birth/ethnicity,% Puerto Rican birth/ethnicity,% Russian/USSR parentage/ancestry,% Italian parentage/ancestry,% German parentage/ancestry,% Irish parentage/ancestry,% Scandinavian parentage/ancestry,% foreign born,% immigrated in past 10 years,% Naturalized,"% speaking other language at home, age 5+","% speaking English not well, age 5+",% Russian/USSR birth,% Italian birth,% German birth,% Irish birth,% Scandinavian birth,% with high school degree or less,% with 4-year college degree or more,% unemployed,% female labor force participation,% professional employees,% manufacturing employees,% self-employed,% veteran,% with disability,"Median HH income, total","Median HH income, whites","Median HH income, blacks","Median HH income, Hispanics","Median HH income, Asian/ Pacific Islanders",Per capita income,"% in poverty, total","% in poverty, 65+","% in poverty, families with children","% in poverty, whites","% in poverty, African Americans","% in poverty, Hispanics","% in poverty, Native Americans","% in poverty, Asian/ Pacific Islanders",% vacant units,% owner-occupied units,% multi-family units,Median home value,Median rent,% structures more than 30 years old,% HH in neighborhood 10 years or less,"% 17 and under, total","% 60 and older, total","% 75 and older, total","% currently married, not separated","% widowed, divorced and separated",% female-headed families with children,year
48201220100,8.168435614,71.61485075,19.95774753,0.036561808,0.071917722,,,,0.00785687,,0.032633373,0.031427479,26.42100144,23.44564884,28.14292016,7.895897662,37.81039053,4.140632124,,,,,19.28057715,0.003928435,0.035355915,,0.265632306,0.559017251,1.081687842,0.043611274,4.922002901,3.302061985,2.365849588,18.92563867,4.208631398,,,,,,84.57111941,5.364867503,6.268140691,52.50099671,6.635843943,16.52824412,2.898719826,9.334859418,11.80826365,11067.67994,18129.67191,12797.619,11067.67994,,4505.098418,29.94512367,0.132769044,17.08730124,32.08238954,29.06925452,35.99590526,,,10.0201899,56.07108523,20.08061689,21397.54348,160.955881,52.24045002,54.672827,36.01941012,9.700738567,2.192228968,46.67908737,20.92959773,20.54684752,1980
48201220200,39.52485884,0.673719408,58.48413961,0.03214318,0.323693341,,,0.003131384,0.064077601,,3.48E-05,0.256414783,20.91695653,21.48656479,27.71084323,,34.31502663,3.460191441,,,,29.03225878,55.88614504,0.032108387,0.288349189,,2.147573778,4.52909174,3.685227548,0.352496381,14.2336475,8.585702457,6.345387204,48.0377456,11.53620937,0.000278345,0.000208759,,,,86.42069174,3.554373457,3.945039609,47.124193,12.09989966,22.61299936,7.133524943,14.09387473,3.866527153,14550.6212,18728.9082,,14550.6212,,5782.911903,20.03690814,0.102710932,12.47576952,14.8653067,,26.41672452,,43.54838732,10.13349567,57.66996613,11.92099998,30319.63383,186.0395267,50.43113833,68.99225743,30.29987185,15.53534427,4.842730037,58.23766546,18.95205185,7.256464174,1980
48201220300,48.94107159,2.092653873,47.80356774,0.180914689,0.594207228,0.025823475,0.077470423,0.413309259,5.01E-05,0.051680364,,0.025873595,22.47966274,20.52379191,42.84262912,6.684734675,37.35229835,5.40640075,,,,,45.94269031,0.025823475,0.129200906,0.335705178,0.646054676,4.962333783,5.063188707,0.154940846,12.40236811,7.957021822,4.00504441,42.98689292,8.546514047,,0.232528223,,,,88.90954148,6.38691591,3.199377471,40.51601147,8.935037431,20.68790111,6.426645683,18.6160184,10.22836732,14324.52498,18590.66924,,14324.52498,,5794.762695,14.62331411,0.059420983,8.109784935,16.8191068,0.009238958,13.56684245,,,8.423891132,51.75622557,20.96498529,28473.08061,188.012304,48.54920681,61.51819669,30.49154845,15.68455554,4.030650895,59.77654194,20.00820644,9.238498346,1980
48201220400,49.7354511,1.5079365,47.72486883,0.238095242,0.423280419,,,0.21164021,0.079365079,0.052910052,,0.079365079,24.89826074,20.9027019,,60.00000073,38.85809281,6.984478899,,,,,45.21164096,,0.132275138,,0.74074076,6.693121662,2.830687824,,11.24338625,5.37037037,3.80952381,40.84341015,9.318785136,,0.185185185,,,,89.50381902,1.765267157,3.688760689,46.28279801,8.797127424,24.41651589,7.480550466,14.22703552,10.44317716,15199.99961,17605.82033,,15199.99961,,5418.999925,11.44067817,0.053302747,6.380753221,9.225639344,27.27272695,12.41685148,,,7.50350624,52.76724956,21.57001301,26968.9991,209.0000067,42.00848627,63.76042233,31.42857156,15.37037031,3.465608399,59.7877801,21.99048789,6.485355549,1980
48201220500,65.84029198,6.706680555,25.80897692,0.0782881,1.096033398,0.026096033,,0.443632566,0.026096033,,0.339248433,0.260960333,14.78167502,32.74874732,22.30769231,17.30769231,27.99188641,6.795131846,,,22.07792208,9.090909091,23.61691012,0.182672233,0.052192067,,0.756784965,4.097077226,5.010438391,0.626304799,10.36012521,7.67223382,3.783924842,26.74118647,7.108053853,,,,,,87.33766234,2.800324675,4.396843292,39.28371572,10.8490566,13.20754717,6.544811321,14.8301048,12.35521236,9952.000044,16885.96526,,9952.000044,,5971.000026,15.25999471,0.200738375,1.936218679,15.35433064,36.53846154,8.154943935,,,5.99009901,26.06635071,67.54082138,30943.00014,182.0000008,12.96387927,81.88520274,20.04175356,26.30480155,9.185803717,47.04402516,32.48427673,5.69476082,1980
48201220600,45.44480303,10.64665934,40.90746697,0.500178642,1.786352257,,,1.178992495,,,,0.607359762,22.66591626,21.37232937,45.99999915,9.666666948,37.35783167,5.599300445,51.92307985,,,,37.69203174,0.142908183,0.678813889,,0.964630256,2.250803836,1.357627778,,13.46909577,8.64594498,2.000714541,33.85457476,10.43784238,,,,,,92.45156945,0.601202371,7.993474679,47.40124715,7.269503133,16.48936167,4.432624042,15.66892186,9.437386231,15018.00029,20093.75002,5138.888601,15018.00029,,5474.999906,15.41771197,0.119560003,9.002769899,8.548931721,68.96551326,9.011374024,,,17.17734418,57.73542453,26.71614127,29261.00003,173.0000043,29.03525102,58.29596125,34.33369098,13.3619149,2.679528315,60.27190359,17.27089692,11.49584515,1980
48201220700,24.82855237,40.19035035,34.4983602,0.068995648,0.309553241,0.016176966,0.005446777,0.052688565,0.102227964,0.004763416,,0.013358569,22.62829812,22.89054456,32.78842206,9.238215424,36.24749524,4.2188954,51.92308003,,,,33.61547499,0.018493349,0.065995481,0.023602698,0.076876635,2.510173514,2.851146786,0.068339047,14.80137086,10.7954196,5.019729053,31.04384428,11.969238,,0.020303139,,,,87.99560706,2.929903482,4.994418242,43.73748081,5.486526397,20.81176989,3.566414205,10.65136259,9.60977636,13818.88505,16517.8683,14606.13608,13818.88505,,4784.367402,18.76001156,0.031429155,10.71333406,15.33629286,18.50686632,25.19181588,,,10.93730777,56.24739117,19.15143864,25722.09163,213.3360709,35.8041673,64.03948393,35.29678834,12.14572389,3.02895711,54.91272733,18.28908509,12.54882475,1980
48201220800,2.791461407,88.32329851,8.575077525,,0.036489692,,,,,0.036489692,,,17.88990826,16.51376147,36.34871795,6.871794872,27.75229358,,,,,,8.045976997,,,,,,0.109469075,,4.834884136,2.700237184,1.842729429,9.29658575,2.344714105,,,,,,90.36658142,2.685421995,7.852882704,46.51780968,4.854368932,18.33872708,3.937432578,5.74912892,7.630272953,10728.00002,15434.78214,11469.29751,10728.00002,,3763.000007,28.91610304,0.022050097,24.23768569,27.52293573,30.72970195,19.03669725,,,7.620614035,28.24925816,45.94298246,23700.00004,167.0000003,12.77412281,79.16913947,42.05436956,6.385696029,1.25889436,42.55617978,22.02247191,31.19624707,1980
48201220900,20.58823561,30.8403366,47.22689147,1.092436991,,,,,,,,,17.15210356,24.27184466,29.36507937,12.53968254,36.53500898,3.141831239,,,,,46.8067234,,0.084033615,,,2.052401777,2.227074269,,23.58078638,18.90829694,2.70742358,48.41946887,23.1309587,,,,,,89.20308483,,3.171247357,30.0623053,2.620087336,14.84716157,6.659388646,9.781209781,7.720588235,12135.99982,13804.34688,14880.95179,12135.99982,,4976.999925,13.22495626,0.046330471,6.995884774,6.148867406,10.63492063,17.09090909,,,13.96140749,38.78627968,37.86635404,24572.99963,194.9999971,25.32239156,73.16735823,32.77310974,9.243697619,1.512605065,58.08139535,14.36046512,6.995884774,1980
48201221000,44.08346529,22.0813523,33.28050705,0.105652403,0.237717908,,,0.079239303,0.105652403,0.052826202,,,26.4825713,15.3915799,39.64705882,4.352941176,42.47491639,3.511705686,,,,,31.6693079,,0.052826202,,0.528401584,2.906208712,1.400264197,,6.763540275,4.147952445,3.064729195,25.48791139,2.767258951,,,,,,89.32496075,0.732600733,5.426869623,51.06888361,6.228131561,18.96431071,2.589223233,15.32225375,11.36051306,13812.00003,19324.32343,11885.24643,13812.00003,,4871.000011,14.03461327,0.048262535,9.922822492,10.67915688,29.86857826,6.25,,,15.73720397,57.84224841,21.25567322,26237.00006,217.0000005,30.8623298,69.47935368,37.9292128,11.41045956,3.248811403,56.21600622,20.00777001,17.19955899,1980
